WHO_REGION,region,country,year,percent_incidence,coverage,prev_percent_incidence,prev_coverage
EUR,Southern Europe,Slovenia,2003,4.02353769552e-06,0.94,1.50916060487e-06,0.93
EUR,Southern Europe,Spain,2003,2.70745777484e-06,0.98,3.41978534749e-06,0.97
AMR,South America,Suriname,2003,0.0,0.69,0.0,0.73
EUR,Northern Europe,Sweden,2003,0.0,0.95,1.12209517611e-07,0.95
EMR,Western Asia,Syrian Arab Republic,2003,6.47236473625e-06,0.83,5.88321119787e-08,0.84
SEAR,South-Eastern Asia,Thailand,2003,7.55971597067e-06,0.96,1.03996668365e-05,0.94
EUR,Southern Europe,TFYR Macedonia,2003,2.55657654734e-05,0.96,3.00683685692e-05,0.98
AMR,Caribbean,Trinidad and Tobago,2003,0.0,0.88,0.0,0.87
EUR,Eastern Europe,Ukraine,2003,0.000425339997225,0.99,0.00340206282437,0.99
EMR,Western Asia,United Arab Emirates,2003,1.65480721496e-05,0.94,8.54433922795e-06,0.94
AMR,NORTHERN AMERICA,United States of America,2003,2.40545298322e-08,0.93,6.2397985793e-08,0.91
AMR,South America,Uruguay,2003,0.0,0.95,0.0,0.95
AMR,South America,Venezuela (Bolivarian Republic of),2003,1.39224327131e-06,0.83,0.000144178109968,0.83
EUR,Southern Europe,Albania,2002,3.84232383746e-06,0.96,3.20093211143e-06,0.95
AMR,Caribbean,Antigua and Barbuda,2002,0.0,0.99,0.0,0.97
AMR,South America,Argentina,2002,8.88374174968e-05,0.95,9.37244639532e-05,0.89
WPR,Australia/New Zealand,Australia,2002,1.2964791623e-05,0.94,1.35690269868e-05,0.92
EMR,Western Asia,Bahrain,2002,0.0,0.99,1.4390766884e-06,0.98
EUR,Eastern Europe,Belarus,2002,0.000526471127033,0.99,0.000693218649472,0.99
EUR,Western Europe,Belgium,2002,7.71857310598e-07,0.82,2.90942099613e-07,0.82
AMR,Central America,Belize,2002,0.0,0.88,2.35303345229e-05,0.94
AMR,South America,Bolivia (Plurinational State of),2002,1.4907538592e-05,0.91,6.47334511874e-05,0.88
AMR,South America,Brazil,2002,6.93747911783e-06,0.96,2.1124384456e-05,0.99
EUR,Eastern Europe,Bulgaria,2002,0.000102298605181,0.92,0.00020858566317,0.9
AMR,South America,Chile,2002,1.84630626168e-05,0.95,2.87138911424e-05,0.96
AMR,South America,Colombia,2002,2.90095685873e-05,0.93,1.70777900657e-06,0.93
EUR,Southern Europe,Croatia,2002,2.27439688681e-06,0.95,6.80509747168e-07,0.94
AMR,Caribbean,Cuba,2002,0.0,0.98,0.0,0.96
EUR,Eastern Europe,Czech Republic,2002,0.000308649219575,0.98,8.72683824893e-05,0.97
EUR,Northern Europe,Denmark,2002,0.0,0.95,0.0,0.94
AMR,Caribbean,Dominica,2002,0.0,0.99,0.0,0.99
AMR,South America,Ecuador,2002,2.07312389937e-05,0.99,3.88243761063e-05,0.99
EMR,Northern Africa,Egypt,2002,3.86412332138e-06,0.96,1.72413916964e-07,0.99
EUR,Northern Europe,Estonia,2002,6.94273688474e-05,0.95,0.000196874438656,0.95
WPR,Melanesia,Fiji,2002,7.7235224166e-05,0.85,0.0,0.83
EUR,Northern Europe,Finland,2002,7.69137585254e-07,0.96,0.0,0.96
EUR,Southern Europe,Greece,2002,1.27139923843e-06,0.92,1.27414968711e-06,0.91
AMR,Central America,Guatemala,2002,1.54821340248e-06,0.92,5.17670516076e-06,0.91
AMR,South America,Guyana,2002,0.0,0.93,0.0,0.92
AMR,Central America,Honduras,2002,7.69349130635e-07,0.97,1.41258455888e-06,0.99
EUR,Eastern Europe,Hungary,2002,4.130565199e-06,0.99,6.37506154386e-06,0.99
EUR,Northern Europe,Ireland,2002,7.81208655792e-06,0.73,1.46090540253e-05,0.73
EUR,Western Asia,Israel,2002,1.6025076039e-07,0.95,8.15663346373e-07,0.95
AMR,Caribbean,Jamaica,2002,0.0,0.86,0.0,0.85
WPR,Eastern Asia,Japan,2002,2.02852272456e-05,0.98,2.4790770816e-05,0.98
EMR,Western Asia,Jordan,2002,2.02472595334e-07,0.9,4.12351579203e-07,0.87
EUR,Central Asia,Kyrgyzstan,2002,5.44956960333e-05,0.98,0.000465759289677,0.99
EUR,Northern Europe,Latvia,2002,0.0011127753342,0.98,0.00015265548046,0.98
EMR,Western Asia,Lebanon,2002,3.12248072578e-06,0.59,2.9762967725e-07,0.65
EMR,Northern Africa,Libya,2002,3.9323419724e-05,0.91,4.78971316987e-06,0.93
EUR,Northern Europe,Lithuania,2002,8.06954373576e-05,0.98,0.000132411272883,0.97
EUR,Southern Europe,Malta,2002,5.11312795603e-06,0.65,0.0,0.7
WPR,Micronesia,Marshall Islands,2002,0.0,0.8,0.0,0.64
AMR,Central America,Mexico,2002,3.49030056366e-05,0.96,4.64602882054e-05,0.95
WPR,Australia/New Zealand,New Zealand,2002,8.32975742737e-06,0.84,6.65487559222e-06,0.85
AMR,Central America,Nicaragua,2002,2.571668336e-05,0.98,4.29348625202e-05,0.99
WPR,Polynesia,Niue,2002,0.0,0.99,0.0,0.99
EUR,Northern Europe,Norway,2002,2.20398303815e-07,0.87,0.0,0.9
EMR,Western Asia,Oman,2002,1.29132231405e-06,0.99,2.55219907153e-05,0.99
AMR,Central America,Panama,2002,4.03850251055e-05,0.95,0.000104312107007,0.95
AMR,South America,Paraguay,2002,1.8153366905e-07,0.86,1.66462287969e-06,0.9
EUR,Eastern Europe,Poland,2002,0.00105365205194,0.98,0.0021946086131,0.97
EMR,Western Asia,Qatar,2002,3.31026655527e-05,0.99,2.76999283061e-05,0.92
WPR,Eastern Asia,Republic of Korea,2002,2.56577031481e-07,0.97,2.81766967103e-06,0.96
EUR,Eastern Europe,Russian Federation,2002,0.00235093341723,0.98,0.00394258957666,0.97
AMR,Caribbean,Saint Kitts and Nevis,2002,0.0,0.99,0.0,0.9
AMR,Caribbean,Saint Lucia,2002,0.0,0.98,0.0,0.89
AMR,Caribbean,Saint Vincent and the Grenadines,2002,0.0,0.99,0.0,0.98
EMR,Western Asia,Saudi Arabia,2002,5.29378289314e-07,0.97,1.72664956375e-06,0.94
EUR,Southern Europe,Serbia,2002,6.71648596887e-05,0.92,0.000142037886715,0.9
AFR,Eastern Africa,Seychelles,2002,0.0,0.98,0.0,0.95
WPR,South-Eastern Asia,Singapore,2002,3.67495950291e-05,0.94,6.01505254472e-05,0.95
EUR,Eastern Europe,Slovakia,2002,1.29979129066e-06,0.99,3.71317918689e-07,0.99
EUR,Southern Europe,Slovenia,2002,1.50916060487e-06,0.93,4.02355793169e-06,0.94
AMR,South America,Suriname,2002,0.0,0.73,0.0,0.82
EUR,Northern Europe,Sweden,2002,1.12209517611e-07,0.95,3.37507931436e-07,0.94
EMR,Western Asia,Syrian Arab Republic,2002,5.88321119787e-08,0.84,6.5890318975e-07,0.8
SEAR,South-Eastern Asia,Thailand,2002,1.03996668365e-05,0.94,1.38610367204e-05,0.94
AMR,Caribbean,Trinidad and Tobago,2002,0.0,0.87,0.0,0.91
EUR,Eastern Europe,Ukraine,2002,0.00340206282437,0.99,0.0016429652819,0.99
EMR,Western Asia,United Arab Emirates,2002,8.54433922795e-06,0.94,1.83351098708e-05,0.94
AMR,NORTHERN AMERICA,United States of America,2002,6.2397985793e-08,0.91,8.0476927265e-08,0.91
AMR,South America,Uruguay,2002,0.0,0.95,3.00561147663e-07,0.94
AMR,South America,Venezuela (Bolivarian Republic of),2002,0.000144178109968,0.83,0.000361424237637,0.98
WPR,Australia/New Zealand,Australia,2001,1.35690269868e-05,0.92,1.63812165539e-05,0.91
EMR,Western Asia,Bahrain,2001,1.4390766884e-06,0.98,2.99913025223e-06,0.98
AMR,Caribbean,Barbados,2001,0.0,0.93,3.70589979247e-06,0.94
EUR,Eastern Europe,Belarus,2001,0.000693218649472,0.99,0.00161112372715,0.98
AMR,Central America,Belize,2001,2.35303345229e-05,0.94,3.23480651814e-05,0.96
AMR,South America,Bolivia (Plurinational State of),2001,6.47334511874e-05,0.88,5.20414268944e-05,0.84
AMR,South America,Brazil,2001,2.1124384456e-05,0.99,4.99526584644e-05,0.99
WPR,South-Eastern Asia,Brunei Darussalam,2001,2.96674281307e-06,0.99,3.02526092876e-06,0.99
EUR,Eastern Europe,Bulgaria,2001,0.00020858566317,0.9,0.00355589831148,0.89
AMR,South America,Chile,2001,2.87138911424e-05,0.96,4.89769874077e-05,0.97
AMR,South America,Colombia,2001,1.70777900657e-06,0.93,3.88575773266e-06,0.88
AMR,Central America,Costa Rica,2001,1.77642113691e-05,0.82,2.1908316244e-05,0.82
EUR,Southern Europe,Croatia,2001,6.80509747168e-07,0.94,1.80665617301e-06,0.93
AMR,Caribbean,Cuba,2001,0.0,0.96,0.0,0.94
EUR,Eastern Europe,Czech Republic,2001,8.72683824893e-05,0.97,7.23959150386e-05,0.97
EUR,Northern Europe,Denmark,2001,0.0,0.94,0.0,0.99
AMR,South America,Ecuador,2001,3.88243761063e-05,0.99,4.26017135708e-05,0.99
EMR,Northern Africa,Egypt,2001,1.72413916964e-07,0.99,3.51211408634e-07,0.97
AMR,Central America,El Salvador,2001,4.44844424217e-06,0.95,5.12746393569e-05,0.97
EUR,Northern Europe,Estonia,2001,0.000196874438656,0.95,0.00026444627095,0.93
EUR,Southern Europe,Greece,2001,1.27414968711e-06,0.91,1.09548723164e-06,0.89
AMR,South America,Guyana,2001,0.0,0.92,0.0,0.86
AMR,Central America,Honduras,2001,1.41258455888e-06,0.99,3.21956470204e-05,0.98
EUR,Eastern Europe,Hungary,2001,6.37506154386e-06,0.99,1.04654586072e-05,0.99
EUR,Northern Europe,Iceland,2001,0.0,0.88,0.0,0.91
EUR,Western Asia,Israel,2001,8.15663346373e-07,0.95,8.9794818839e-06,0.95
AMR,Caribbean,Jamaica,2001,0.0,0.85,0.0,0.88
WPR,Eastern Asia,Japan,2001,2.4790770816e-05,0.98,2.48181059537e-05,0.96
EMR,Western Asia,Jordan,2001,4.12351579203e-07,0.87,3.46094792217e-05,0.83
EUR,Northern Europe,Latvia,2001,0.00015265548046,0.98,2.61440113347e-05,0.97
EMR,Western Asia,Lebanon,2001,2.9762967725e-07,0.65,1.54541352175e-06,0.71
EUR,Northern Europe,Lithuania,2001,0.000132411272883,0.97,0.00037402800047,0.97
EUR,Southern Europe,Malta,2001,0.0,0.7,1.54966682163e-05,0.74
WPR,Micronesia,Marshall Islands,2001,0.0,0.64,0.0,0.94
AMR,Central America,Mexico,2001,4.64602882054e-05,0.95,0.000114299787596,0.96
WPR,Australia/New Zealand,New Zealand,2001,6.65487559222e-06,0.85,6.73884138582e-06,0.85
AMR,Central America,Nicaragua,2001,4.29348625202e-05,0.99,6.48525201968e-05,0.86
WPR,Polynesia,Niue,2001,0.0,0.99,0.0,0.99
EUR,Northern Europe,Norway,2001,0.0,0.9,8.90557199376e-07,0.88
EMR,Western Asia,Oman,2001,2.55219907153e-05,0.99,1.33964454765e-06,0.99
AMR,Central America,Panama,2001,0.000104312107007,0.95,0.000191498142798,0.97
AMR,South America,Paraguay,2001,1.66462287969e-06,0.9,1.81039847625e-05,0.92
EUR,Eastern Europe,Poland,2001,0.0021946086131,0.97,0.00119993317104,0.97
EMR,Western Asia,Qatar,2001,2.76999283061e-05,0.92,2.69609908164e-05,0.91
WPR,Eastern Asia,Republic of Korea,2001,2.81766967103e-06,0.96,3.31123892926e-06,0.95
EUR,Eastern Europe,Russian Federation,2001,0.00394258957666,0.97,0.00312414639386,0.97
AMR,Caribbean,Saint Kitts and Nevis,2001,0.0,0.9,0.0,0.99
EUR,Southern Europe,Serbia,2001,0.000142037886715,0.9,0.000231208741973,0.89
WPR,South-Eastern Asia,Singapore,2001,6.01505254472e-05,0.95,7.96288072523e-05,0.96
EUR,Eastern Europe,Slovakia,2001,3.71317918689e-07,0.99,2.04230542863e-06,0.98
SEAR,Southern Asia,Sri Lanka,2001,5.49831957608e-06,0.99,1.54388766886e-06,0.99
AMR,South America,Suriname,2001,0.0,0.82,2.08008320333e-06,0.84
EUR,Northern Europe,Sweden,2001,3.37507931436e-07,0.94,1.12710599756e-07,0.91
EMR,Western Asia,Syrian Arab Republic,2001,6.5890318975e-07,0.8,1.22293866045e-07,0.84
SEAR,South-Eastern Asia,Thailand,2001,1.38610367204e-05,0.94,1.81199528116e-05,0.94
EMR,Western Asia,United Arab Emirates,2001,1.83351098708e-05,0.94,1.70484536725e-05,0.94
AMR,NORTHERN AMERICA,United States of America,2001,8.0476927265e-08,0.91,6.22137328756e-07,0.91
AMR,South America,Uruguay,2001,3.00561147663e-07,0.94,6.02184726187e-07,0.89
AMR,South America,Venezuela (Bolivarian Republic of),2001,0.000361424237637,0.98,0.000568879005681,0.84
WPR,Australia/New Zealand,Australia,2000,1.63812165539e-05,0.91,2.0045549412e-05,0.88
EMR,Western Asia,Bahrain,2000,2.99913025223e-06,0.98,6.24122327976e-06,0.94
EUR,Eastern Europe,Belarus,2000,0.00161112372715,0.98,0.00444196352718,0.98
AMR,Central America,Belize,2000,3.23480651814e-05,0.96,4.60212534516e-05,0.82
EUR,Southern Europe,Bosnia and Herzegovina,2000,3.79658728987e-05,0.8,9.75058067482e-05,0.83
WPR,South-Eastern Asia,Brunei Darussalam,2000,3.02526092876e-06,0.99,9.26469225781e-06,0.94
EUR,Eastern Europe,Bulgaria,2000,0.00355589831148,0.89,0.000522549595721,0.96
AMR,South America,Chile,2000,4.89769874077e-05,0.97,0.00010733968471,0.94
AMR,South America,Colombia,2000,3.88575773266e-06,0.88,2.44605125959e-05,0.79
AMR,Central America,Costa Rica,2000,2.1908316244e-05,0.82,0.000348426623847,0.88
EUR,Southern Europe,Croatia,2000,1.80665617301e-06,0.93,3.59042254785e-06,0.92
AMR,Caribbean,Cuba,2000,0.0,0.94,0.0,0.96
EUR,Eastern Europe,Czech Republic,2000,7.23959150386e-05,0.97,9.47421971435e-05,0.97
AMR,South America,Ecuador,2000,4.26017135708e-05,0.99,1.99214594445e-05,0.99
EMR,Northern Africa,Egypt,2000,3.51211408634e-07,0.97,8.94016170965e-08,0.95
AMR,Central America,El Salvador,2000,5.12746393569e-05,0.97,3.35892348234e-05,0.94
EUR,Northern Europe,Estonia,2000,0.00026444627095,0.93,0.00016953740508,0.92
EUR,Southern Europe,Greece,2000,1.09548723164e-06,0.89,0.000131888396204,0.88
AMR,Central America,Honduras,2000,3.21956470204e-05,0.98,0.00018120771343,0.98
EUR,Eastern Europe,Hungary,2000,1.04654586072e-05,0.99,9.4605441666e-06,0.99
EUR,Western Asia,Israel,2000,8.9794818839e-06,0.95,6.78971900748e-07,0.94
EUR,Southern Europe,Italy,2000,4.55841313327e-05,0.74,1.97947760376e-05,0.7
AMR,Caribbean,Jamaica,2000,0.0,0.88,1.16280421865e-06,0.82
EMR,Western Asia,Kuwait,2000,4.50901024634e-05,0.99,7.87847718749e-05,0.96
EUR,Northern Europe,Latvia,2000,2.61440113347e-05,0.97,3.80034411907e-05,0.97
EMR,Western Asia,Lebanon,2000,1.54541352175e-06,0.71,1.58395265882e-06,0.77
EUR,Southern Europe,Malta,2000,1.54966682163e-05,0.74,2.07975874799e-05,0.67
WPR,Micronesia,Marshall Islands,2000,0.0,0.94,0.0,0.93
AMR,Central America,Mexico,2000,0.000114299787596,0.96,0.000169651248186,0.94
EUR,Western Europe,Netherlands,2000,7.55000937459e-07,0.96,1.89792095412e-07,0.96
WPR,Australia/New Zealand,New Zealand,2000,6.73884138582e-06,0.85,9.69223233067e-06,0.83
AMR,Central America,Nicaragua,2000,6.48525201968e-05,0.86,7.93993930896e-05,0.87
WPR,Polynesia,Niue,2000,0.0,0.99,0.0,0.99
EMR,Western Asia,Oman,2000,1.33964454765e-06,0.99,2.24670632852e-06,0.99
WPR,Micronesia,Palau,2000,0.0,0.83,0.0,0.96
AMR,Central America,Panama,2000,0.000191498142798,0.97,0.000316814749225,0.9
EUR,Eastern Europe,Poland,2000,0.00119993317104,0.97,0.000803783217916,0.97
EUR,Southern Europe,Portugal,2000,5.64282475916e-06,0.87,5.56771662081e-06,0.92
EUR,Southern Europe,Serbia,2000,0.000231208741973,0.89,0.000156697511041,0.84
WPR,South-Eastern Asia,Singapore,2000,7.96288072523e-05,0.96,0.000113011494734,0.97
EUR,Eastern Europe,Slovakia,2000,2.04230542863e-06,0.98,1.13280568111e-05,0.99
EUR,Southern Europe,Spain,2000,8.4662992211e-06,0.94,1.32202465848e-05,0.95
SEAR,Southern Asia,Sri Lanka,2000,1.54388766886e-06,0.99,5.89153996285e-06,0.95
AMR,South America,Suriname,2000,2.08008320333e-06,0.84,1.68194432764e-05,0.85
EMR,Western Asia,Syrian Arab Republic,2000,1.22293866045e-07,0.84,4.0569907021e-05,0.86
SEAR,South-Eastern Asia,Thailand,2000,1.81199528116e-05,0.94,1.38122527591e-05,0.96
EUR,Southern Europe,TFYR Macedonia,2000,4.32394821202e-05,0.97,6.0019206146e-05,0.98
EMR,Western Asia,United Arab Emirates,2000,1.70484536725e-05,0.94,3.18980372306e-05,0.96
AMR,NORTHERN AMERICA,United States of America,2000,6.22137328756e-07,0.91,9.54489101665e-07,0.92
AMR,South America,Uruguay,2000,6.02184726187e-07,0.89,9.06530646779e-07,0.99
AMR,South America,Venezuela (Bolivarian Republic of),2000,0.000568879005681,0.84,0.000474163480879,0.84
AMR,South America,Argentina,1999,0.000295540963298,0.97,0.000823805143153,0.95
AMR,Central America,Belize,1999,4.60212534516e-05,0.82,1.73694037952e-05,0.84
AMR,South America,Chile,1999,0.00010733968471,0.94,0.000309089224748,0.98
AMR,South America,Colombia,1999,2.44605125959e-05,0.79,4.85802387008e-05,0.78
AMR,Caribbean,Cuba,1999,0.0,0.96,0.0,0.99
AMR,South America,Ecuador,1999,1.99214594445e-05,0.99,8.28682271872e-05,0.89
AMR,Central America,El Salvador,1999,3.35892348234e-05,0.94,9.27462657425e-05,0.99
AMR,Central America,Honduras,1999,0.00018120771343,0.98,6.66590930354e-05,0.98
AMR,Caribbean,Jamaica,1999,1.16280421865e-06,0.82,0.0,0.88
AMR,Central America,Mexico,1999,0.000169651248186,0.94,0.00052037341304,0.96
AMR,Central America,Nicaragua,1999,7.93993930896e-05,0.87,5.23653747821e-05,0.91
AMR,Central America,Panama,1999,0.000316814749225,0.9,0.000612424348591,0.96
AMR,Caribbean,Saint Lucia,1999,0.0,0.95,0.0,0.9
AMR,South America,Suriname,1999,1.68194432764e-05,0.85,0.000191852657159,0.82
AMR,NORTHERN AMERICA,United States of America,1999,9.54489101665e-07,0.92,1.31715071352e-06,0.92
AMR,South America,Uruguay,1999,9.06530646779e-07,0.99,9.11264135985e-07,0.96
AMR,South America,Venezuela (Bolivarian Republic of),1999,0.000474163480879,0.84,0.00128801441755,0.92
